Timestamp,Student ID,Class,Topic,Profile,Question,AI Response,Notes,Satisfaction (1-5),Difficulty (1-5),GPS Step (Truth),Auto Label,Student Hash,Thinking Time (minutes)
18/03/2026,HS0019,11A2,Xác suất,typical,Gợi ý cách lập không gian mẫu cho bài này.,"Mình chia thành 3 bước: (1) xác định n,k (2) chọn công thức (3) thay số và tính. Em làm bước (1) trước nhé.",,5,3,P,P,5f85ad7d2d1ff83626074f5d9f58d925e54641317c3f71761ffdefd50fd2c761,1
18/03/2026,HS0025,11A1,Tổ hợp,typical,"C(5,2)=10 đúng không ạ?","Mình không giải hộ, nhưng có thể đối chiếu kết quả và chỉ ra chỗ sai nếu có.",,5,4,S,S,1d34960439ad8c1ab6bd4b10332bbac2735a24ea68437e5c74061a7c00593421,4
18/03/2026,HS0068,11A3,Xác suất,typical,"Em ra P=0.5, đúng không?","Mình không giải hộ, nhưng có thể đối chiếu kết quả và chỉ ra chỗ sai nếu có.",,4,4,S,S,6bdcc6316e043fce161ec9593e13e978ca5a7d1618af7fdbd0fcfbd57f858c7a,9
18/03/2026,HS0019,11A2,Xác suất,typical,"Em ra P=0.5, đúng không?",Mình sẽ kiểm tra logic và tính toán của em. Em ghi rõ lập luận và phép tính giúp mình.,,4,3,S,S,5f85ad7d2d1ff83626074f5d9f58d925e54641317c3f71761ffdefd50fd2c761,4
18/03/2026,HS0012,11A3,Xác suất có điều kiện,typical,Hướng dẫn em tính P(A|B) theo từng bước.,Em thử viết không gian mẫu/đếm số cách trước. Nếu kẹt ở bước nào nói mình biết.,,5,3,P,P,f95e049e75c9e301d9ef3ffb76e2d954b4cae9eea1cfd819f53a8b0cd0278f9e,20
18/03/2026,HS0031,11A3,Xác suất,typical,Xác suất là gì và công thức cơ bản?,"Ta nắm định nghĩa và công thức tổng quát, sau đó xác định n và k trong đề.",,3,3,G,G,2fefbeb9da86ec9a384a8bfb9605d0c2426298bcec8290e2850c79959297dffe,0
18/03/2026,HS0031,11A3,Xác suất,typical,Gợi ý bước 2 giúp em với.,"Mình chia thành 3 bước: (1) xác định n,k (2) chọn công thức (3) thay số và tính. Em làm bước (1) trước nhé.",,5,4,P,P,2fefbeb9da86ec9a384a8bfb9605d0c2426298bcec8290e2850c79959297dffe,4
18/03/2026,HS0031,11A3,Xác suất,typical,"Em ra P=0.5, đúng không?",Mình sẽ kiểm tra logic và tính toán của em. Em ghi rõ lập luận và phép tính giúp mình.,,5,4,S,S,2fefbeb9da86ec9a384a8bfb9605d0c2426298bcec8290e2850c79959297dffe,2
18/03/2026,HS0071,11A3,Chỉnh hợp,struggling,Phân biệt chỉnh hợp và tổ hợp giúp em.,"Ta nắm định nghĩa và công thức tổng quát, sau đó xác định n và k trong đề.",,3,4,G,G,789fc173556e834c0eb8628e723748aa0270400834c0124608f93e3f293cb889,0
18/03/2026,HS0071,11A3,Chỉnh hợp,struggling,"Em bị kẹt ở bước chọn k từ n, gợi ý giúp.","Mình chia thành 3 bước: (1) xác định n,k (2) chọn công thức (3) thay số và tính. Em làm bước (1) trước nhé.",,4,4,P,P,789fc173556e834c0eb8628e723748aa0270400834c0124608f93e3f293cb889,7
18/03/2026,HS0012,11A3,Xác suất có điều kiện,typical,Kết quả cuối cùng của em hợp lý chưa?,"Mình không giải hộ, nhưng có thể đối chiếu kết quả và chỉ ra chỗ sai nếu có.",,4,3,S,S,f95e049e75c9e301d9ef3ffb76e2d954b4cae9eea1cfd819f53a8b0cd0278f9e,20
18/03/2026,HS0051,11A1,Tổ hợp,typical,"Diễn giải công thức C(n,k) theo cách dễ hiểu.","Mình giải thích khái niệm và ý nghĩa trước nhé, rồi em thử áp dụng vào ví dụ.",,3,2,G,G,d2deededd7c9226cf3d280fe443522a01689e4aea9667c729a5377800c83f967,0
18/03/2026,HS0051,11A1,Tổ hợp,typical,Gợi ý bước 2 giúp em với.,Em thử viết không gian mẫu/đếm số cách trước. Nếu kẹt ở bước nào nói mình biết.,,3,2,P,P,d2deededd7c9226cf3d280fe443522a01689e4aea9667c729a5377800c83f967,4
18/03/2026,HS0002,11A3,Chỉnh hợp,typical,Phân biệt chỉnh hợp và tổ hợp giúp em.,"Mình giải thích khái niệm và ý nghĩa trước nhé, rồi em thử áp dụng vào ví dụ.",,4,2,G,G,62eff6e53ea0f1cbb1345ba6d4c8ac2b1325953afe5c3a31193958fa0b0eb5e1,0
18/03/2026,HS0051,11A1,Tổ hợp,typical,"C(5,2)=10 đúng không ạ?",Mình sẽ kiểm tra logic và tính toán của em. Em ghi rõ lập luận và phép tính giúp mình.,,4,2,S,S,d2deededd7c9226cf3d280fe443522a01689e4aea9667c729a5377800c83f967,4
18/03/2026,HS0050,11A3,Xác suất có điều kiện,typical,Giải thích xác suất có điều kiện là gì.,"Mình giải thích khái niệm và ý nghĩa trước nhé, rồi em thử áp dụng vào ví dụ.",,5,4,G,G,dace5847caa0d7bd63e8edd3c6c7a1f54e06a7cb0f0134fdc0e9890bfc710792,0
18/03/2026,HS0050,11A3,Xác suất có điều kiện,typical,Hướng dẫn em tính P(A|B) theo từng bước.,"Mình chia thành 3 bước: (1) xác định n,k (2) chọn công thức (3) thay số và tính. Em làm bước (1) trước nhé.",,3,4,P,P,dace5847caa0d7bd63e8edd3c6c7a1f54e06a7cb0f0134fdc0e9890bfc710792,8
18/03/2026,HS0002,11A3,Chỉnh hợp,typical,"Em bị kẹt ở bước chọn k từ n, gợi ý giúp.","Mình chia thành 3 bước: (1) xác định n,k (2) chọn công thức (3) thay số và tính. Em làm bước (1) trước nhé.",,3,2,P,P,62eff6e53ea0f1cbb1345ba6d4c8ac2b1325953afe5c3a31193958fa0b0eb5e1,17
18/03/2026,HS0040,11A1,Xác suất,typical,Xác suất là gì và công thức cơ bản?,"Ta nắm định nghĩa và công thức tổng quát, sau đó xác định n và k trong đề.",,5,3,G,G,b015e44df5736f56e26f74305f3956bc6bda5eaffbd9aea805305daaf73e7360,0
18/03/2026,HS0050,11A3,Xác suất có điều kiện,typical,Kết quả cuối cùng của em hợp lý chưa?,"Mình không giải hộ, nhưng có thể đối chiếu kết quả và chỉ ra chỗ sai nếu có.",,5,2,S,S,dace5847caa0d7bd63e8edd3c6c7a1f54e06a7cb0f0134fdc0e9890bfc710792,8
18/03/2026,HS0002,11A3,Chỉnh hợp,typical,"Em bị kẹt ở bước chọn k từ n, gợi ý giúp.","Mình chia thành 3 bước: (1) xác định n,k (2) chọn công thức (3) thay số và tính. Em làm bước (1) trước nhé.",,3,3,P,P,62eff6e53ea0f1cbb1345ba6d4c8ac2b1325953afe5c3a31193958fa0b0eb5e1,11
18/03/2026,HS0012,11A3,Hoán vị,typical,Giải thích hoán vị là gì?,"Mình giải thích khái niệm và ý nghĩa trước nhé, rồi em thử áp dụng vào ví dụ.",,3,2,G,G,f95e049e75c9e301d9ef3ffb76e2d954b4cae9eea1cfd819f53a8b0cd0278f9e,43
18/03/2026,HS0040,11A1,Xác suất,typical,Gợi ý cách lập không gian mẫu cho bài này.,Em thử viết không gian mẫu/đếm số cách trước. Nếu kẹt ở bước nào nói mình biết.,,4,3,P,P,b015e44df5736f56e26f74305f3956bc6bda5eaffbd9aea805305daaf73e7360,11
18/03/2026,HS0031,11A3,Xác suất,typical,Xác suất là gì và công thức cơ bản?,"Mình giải thích khái niệm và ý nghĩa trước nhé, rồi em thử áp dụng vào ví dụ.",,5,4,G,G,2fefbeb9da86ec9a384a8bfb9605d0c2426298bcec8290e2850c79959297dffe,55
18/03/2026,HS0031,11A3,Xác suất,typical,"Em bị kẹt ở bước này, hướng dẫn em.",Em thử viết không gian mẫu/đếm số cách trước. Nếu kẹt ở bước nào nói mình biết.,,3,2,P,P,2fefbeb9da86ec9a384a8bfb9605d0c2426298bcec8290e2850c79959297dffe,1
18/03/2026,HS0079,11A2,Hoán vị,typical,Giải thích hoán vị là gì?,"Ta nắm định nghĩa và công thức tổng quát, sau đó xác định n và k trong đề.",,3,3,G,G,7728ff4af0c964f9c7df04a114be32a68860a87045b7b898ec2e2f80f11ddabc,0
18/03/2026,HS0002,11A3,Chỉnh hợp,typical,"Kiểm tra lời giải của em với A(n,k) được không?",Mình sẽ kiểm tra logic và tính toán của em. Em ghi rõ lập luận và phép tính giúp mình.,,5,2,S,P,62eff6e53ea0f1cbb1345ba6d4c8ac2b1325953afe5c3a31193958fa0b0eb5e1,11
18/03/2026,HS0031,11A3,Xác suất,typical,"Em ra P=0.5, đúng không?","Mình không giải hộ, nhưng có thể đối chiếu kết quả và chỉ ra chỗ sai nếu có.",,4,3,S,S,2fefbeb9da86ec9a384a8bfb9605d0c2426298bcec8290e2850c79959297dffe,4
18/03/2026,HS0040,11A1,Xác suất,typical,"Em ra P=0.5, đúng không?",Mình sẽ kiểm tra logic và tính toán của em. Em ghi rõ lập luận và phép tính giúp mình.,,4,3,S,S,b015e44df5736f56e26f74305f3956bc6bda5eaffbd9aea805305daaf73e7360,9
18/03/2026,HS0061,11A1,Hoán vị,typical,Giải thích hoán vị là gì?,"Ta nắm định nghĩa và công thức tổng quát, sau đó xác định n và k trong đề.",,4,3,G,G,1fe45d4f7cc8c855fd01d73d6864fa370b44da7ba397b5f6f698ee4d72b2709d,0
18/03/2026,HS0079,11A2,Hoán vị,typical,Hướng dẫn từng bước tính hoán vị n!,Em thử viết không gian mẫu/đếm số cách trước. Nếu kẹt ở bước nào nói mình biết.,,3,4,P,P,7728ff4af0c964f9c7df04a114be32a68860a87045b7b898ec2e2f80f11ddabc,6
18/03/2026,HS0012,11A3,Hoán vị,typical,"Em bị kẹt ở bước này, hướng dẫn em.","Mình chia thành 3 bước: (1) xác định n,k (2) chọn công thức (3) thay số và tính. Em làm bước (1) trước nhé.",,3,2,P,P,f95e049e75c9e301d9ef3ffb76e2d954b4cae9eea1cfd819f53a8b0cd0278f9e,12
18/03/2026,HS0029,11A1,Xác suất có điều kiện,typical,Giải thích xác suất có điều kiện là gì.,"Mình giải thích khái niệm và ý nghĩa trước nhé, rồi em thử áp dụng vào ví dụ.",,4,3,G,G,2e7cc5ee0fc47c89e989d424cb7b0deb9806c9a2400ee90df4bc6c0358bbc9f0,0
18/03/2026,HS0057,11A1,Hoán vị,typical,Giải thích hoán vị là gì?,"Ta nắm định nghĩa và công thức tổng quát, sau đó xác định n và k trong đề.",,3,3,G,G,36fb79eb7d4ea297df5db8ef5c0b30f9d653903201a56ef88b502e9829a5c070,0
18/03/2026,HS0061,11A1,Hoán vị,typical,Gợi ý bước 2 giúp em với.,"Mình chia thành 3 bước: (1) xác định n,k (2) chọn công thức (3) thay số và tính. Em làm bước (1) trước nhé.",,3,4,P,P,1fe45d4f7cc8c855fd01d73d6864fa370b44da7ba397b5f6f698ee4d72b2709d,7
18/03/2026,HS0079,11A2,Hoán vị,typical,Hướng dẫn từng bước tính hoán vị n!,"Mình chia thành 3 bước: (1) xác định n,k (2) chọn công thức (3) thay số và tính. Em làm bước (1) trước nhé.",,5,4,P,P,7728ff4af0c964f9c7df04a114be32a68860a87045b7b898ec2e2f80f11ddabc,7
18/03/2026,HS0029,11A1,Xác suất có điều kiện,typical,Gợi ý bước 2 giúp em với.,"Mình chia thành 3 bước: (1) xác định n,k (2) chọn công thức (3) thay số và tính. Em làm bước (1) trước nhé.",,3,3,P,P,2e7cc5ee0fc47c89e989d424cb7b0deb9806c9a2400ee90df4bc6c0358bbc9f0,9
18/03/2026,HS0057,11A1,Hoán vị,typical,"Em bị kẹt ở bước này, hướng dẫn em.",Em thử viết không gian mẫu/đếm số cách trước. Nếu kẹt ở bước nào nói mình biết.,,4,4,P,P,36fb79eb7d4ea297df5db8ef5c0b30f9d653903201a56ef88b502e9829a5c070,7
18/03/2026,HS0061,11A1,Hoán vị,typical,"Em bị kẹt ở bước này, hướng dẫn em.","Mình chia thành 3 bước: (1) xác định n,k (2) chọn công thức (3) thay số và tính. Em làm bước (1) trước nhé.",,4,2,P,P,1fe45d4f7cc8c855fd01d73d6864fa370b44da7ba397b5f6f698ee4d72b2709d,7
18/03/2026,HS0012,11A3,Hoán vị,typical,Gợi ý bước 2 giúp em với.,Em thử viết không gian mẫu/đếm số cách trước. Nếu kẹt ở bước nào nói mình biết.,,4,2,P,P,f95e049e75c9e301d9ef3ffb76e2d954b4cae9eea1cfd819f53a8b0cd0278f9e,14
18/03/2026,HS0072,11A1,Xác suất,advanced,Gợi ý cách lập không gian mẫu cho bài này.,Em thử viết không gian mẫu/đếm số cách trước. Nếu kẹt ở bước nào nói mình biết.,,5,2,P,P,ab2fb2df192ca4dea88020fed38bb4cf957c4aac600efd25086c13af31aeb0aa,0
18/03/2026,HS0029,11A1,Xác suất có điều kiện,typical,Kết quả cuối cùng của em hợp lý chưa?,Mình sẽ kiểm tra logic và tính toán của em. Em ghi rõ lập luận và phép tính giúp mình.,,4,3,S,S,2e7cc5ee0fc47c89e989d424cb7b0deb9806c9a2400ee90df4bc6c0358bbc9f0,8
18/03/2026,HS0079,11A2,Hoán vị,typical,"Em ra kết quả 120, đúng không?","Mình không giải hộ, nhưng có thể đối chiếu kết quả và chỉ ra chỗ sai nếu có.",,4,2,S,S,7728ff4af0c964f9c7df04a114be32a68860a87045b7b898ec2e2f80f11ddabc,12
18/03/2026,HS0057,11A1,Hoán vị,typical,Hướng dẫn từng bước tính hoán vị n!,"Mình chia thành 3 bước: (1) xác định n,k (2) chọn công thức (3) thay số và tính. Em làm bước (1) trước nhé.",,3,3,P,P,36fb79eb7d4ea297df5db8ef5c0b30f9d653903201a56ef88b502e9829a5c070,11
18/03/2026,HS0061,11A1,Hoán vị,typical,"Em ra kết quả 120, đúng không?",Mình sẽ kiểm tra logic và tính toán của em. Em ghi rõ lập luận và phép tính giúp mình.,,4,4,S,S,1fe45d4f7cc8c855fd01d73d6864fa370b44da7ba397b5f6f698ee4d72b2709d,8
18/03/2026,HS0057,11A1,Hoán vị,typical,"Em ra kết quả 120, đúng không?",Mình sẽ kiểm tra logic và tính toán của em. Em ghi rõ lập luận và phép tính giúp mình.,,5,2,S,S,36fb79eb7d4ea297df5db8ef5c0b30f9d653903201a56ef88b502e9829a5c070,5
18/03/2026,HS0012,11A3,Hoán vị,typical,"Em ra kết quả 120, đúng không?",Mình sẽ kiểm tra logic và tính toán của em. Em ghi rõ lập luận và phép tính giúp mình.,,4,2,S,S,f95e049e75c9e301d9ef3ffb76e2d954b4cae9eea1cfd819f53a8b0cd0278f9e,13
18/03/2026,HS0072,11A1,Xác suất,advanced,"Em ra P=0.5, đúng không?",Mình sẽ kiểm tra logic và tính toán của em. Em ghi rõ lập luận và phép tính giúp mình.,,4,3,S,S,ab2fb2df192ca4dea88020fed38bb4cf957c4aac600efd25086c13af31aeb0aa,25
18/03/2026,HS0024,11A2,Tổ hợp,struggling,"Diễn giải công thức C(n,k) theo cách dễ hiểu.","Mình giải thích khái niệm và ý nghĩa trước nhé, rồi em thử áp dụng vào ví dụ.",,4,3,G,G,2908bf824b571651bad41e2cb4e3da3a8f511425f5199afa166c57e2149d13b8,0
18/03/2026,HS0024,11A2,Tổ hợp,struggling,Hướng dẫn em từng bước giải bài chọn 3 từ 10.,Em thử viết không gian mẫu/đếm số cách trước. Nếu kẹt ở bước nào nói mình biết.,,3,4,P,P,2908bf824b571651bad41e2cb4e3da3a8f511425f5199afa166c57e2149d13b8,4
18/03/2026,HS0024,11A2,Tổ hợp,struggling,Gợi ý bước 2 giúp em với.,"Mình chia thành 3 bước: (1) xác định n,k (2) chọn công thức (3) thay số và tính. Em làm bước (1) trước nhé.",,4,5,P,P,2908bf824b571651bad41e2cb4e3da3a8f511425f5199afa166c57e2149d13b8,1
18/03/2026,HS0070,11A2,Tổ hợp,typical,"Diễn giải công thức C(n,k) theo cách dễ hiểu.","Ta nắm định nghĩa và công thức tổng quát, sau đó xác định n và k trong đề.",,4,4,G,G,f8f63a316731e6e68ae34e9dfc32ede063c674d752b939e9a9331fefb83d1e27,0
18/03/2026,HS0070,11A2,Tổ hợp,typical,Hướng dẫn em từng bước giải bài chọn 3 từ 10.,"Mình chia thành 3 bước: (1) xác định n,k (2) chọn công thức (3) thay số và tính. Em làm bước (1) trước nhé.",,5,2,P,P,f8f63a316731e6e68ae34e9dfc32ede063c674d752b939e9a9331fefb83d1e27,1
18/03/2026,HS0070,11A2,Tổ hợp,typical,"C(5,2)=10 đúng không ạ?",Mình sẽ kiểm tra logic và tính toán của em. Em ghi rõ lập luận và phép tính giúp mình.,,5,2,S,S,f8f63a316731e6e68ae34e9dfc32ede063c674d752b939e9a9331fefb83d1e27,2
18/03/2026,HS0028,11A3,Xác suất,struggling,Xác suất là gì và công thức cơ bản?,"Ta nắm định nghĩa và công thức tổng quát, sau đó xác định n và k trong đề.",,4,4,G,G,188139cf735bf3de2577a41b108a7a3772d02d3778d21d3bb68355012f79cb51,0
18/03/2026,HS0022,11A2,Chỉnh hợp,typical,Phân biệt chỉnh hợp và tổ hợp giúp em.,"Ta nắm định nghĩa và công thức tổng quát, sau đó xác định n và k trong đề.",,5,4,G,G,bfa50e25ebb9d28299bcfd3024f4027bf57f13011b354c5606885b0c3850eaf4,0
18/03/2026,HS0028,11A3,Xác suất,struggling,"Em bị kẹt ở bước này, hướng dẫn em.",Em thử viết không gian mẫu/đếm số cách trước. Nếu kẹt ở bước nào nói mình biết.,,4,5,P,P,188139cf735bf3de2577a41b108a7a3772d02d3778d21d3bb68355012f79cb51,8
18/03/2026,HS0022,11A2,Chỉnh hợp,typical,Gợi ý bước 2 giúp em với.,Em thử viết không gian mẫu/đếm số cách trước. Nếu kẹt ở bước nào nói mình biết.,,4,3,P,P,bfa50e25ebb9d28299bcfd3024f4027bf57f13011b354c5606885b0c3850eaf4,12
18/03/2026,HS0028,11A3,Xác suất,struggling,Gợi ý cách lập không gian mẫu cho bài này.,Em thử viết không gian mẫu/đếm số cách trước. Nếu kẹt ở bước nào nói mình biết.,,2,5,P,P,188139cf735bf3de2577a41b108a7a3772d02d3778d21d3bb68355012f79cb51,11
18/03/2026,HS0078,11A2,Xác suất có điều kiện,typical,Giải thích xác suất có điều kiện là gì.,"Ta nắm định nghĩa và công thức tổng quát, sau đó xác định n và k trong đề.",,3,4,G,G,dd528a262f57958ad18487d134a901ac3f827107c2b4684bdba8d741490f532d,0
18/03/2026,HS0078,11A2,Xác suất có điều kiện,typical,Hướng dẫn em tính P(A|B) theo từng bước.,"Mình chia thành 3 bước: (1) xác định n,k (2) chọn công thức (3) thay số và tính. Em làm bước (1) trước nhé.",,5,4,P,P,dd528a262f57958ad18487d134a901ac3f827107c2b4684bdba8d741490f532d,4
18/03/2026,HS0022,11A2,Chỉnh hợp,typical,Gợi ý bước 2 giúp em với.,Em thử viết không gian mẫu/đếm số cách trước. Nếu kẹt ở bước nào nói mình biết.,,5,2,P,P,bfa50e25ebb9d28299bcfd3024f4027bf57f13011b354c5606885b0c3850eaf4,11
18/03/2026,HS0078,11A2,Xác suất có điều kiện,typical,Hướng dẫn em tính P(A|B) theo từng bước.,Em thử viết không gian mẫu/đếm số cách trước. Nếu kẹt ở bước nào nói mình biết.,,4,2,P,P,dd528a262f57958ad18487d134a901ac3f827107c2b4684bdba8d741490f532d,8
18/03/2026,HS0022,11A2,Chỉnh hợp,typical,"Kiểm tra lời giải của em với A(n,k) được không?",Mình sẽ kiểm tra logic và tính toán của em. Em ghi rõ lập luận và phép tính giúp mình.,,5,3,S,P,bfa50e25ebb9d28299bcfd3024f4027bf57f13011b354c5606885b0c3850eaf4,4
18/03/2026,HS0078,11A2,Xác suất có điều kiện,typical,Kết quả cuối cùng của em hợp lý chưa?,"Mình không giải hộ, nhưng có thể đối chiếu kết quả và chỉ ra chỗ sai nếu có.",,4,3,S,S,dd528a262f57958ad18487d134a901ac3f827107c2b4684bdba8d741490f532d,5
18/03/2026,HS0008,11A3,Xác suất,typical,Xác suất là gì và công thức cơ bản?,"Ta nắm định nghĩa và công thức tổng quát, sau đó xác định n và k trong đề.",,4,2,G,G,6bedc146846d316affb9f5866f127caaa5b2ccd38f845608c93a7ff22d819daa,279
18/03/2026,HS0008,11A3,Xác suất,typical,Gợi ý bước 2 giúp em với.,Em thử viết không gian mẫu/đếm số cách trước. Nếu kẹt ở bước nào nói mình biết.,,3,3,P,P,6bedc146846d316affb9f5866f127caaa5b2ccd38f845608c93a7ff22d819daa,6
18/03/2026,HS0007,11A2,Hoán vị,struggling,Giải thích hoán vị là gì?,"Mình giải thích khái niệm và ý nghĩa trước nhé, rồi em thử áp dụng vào ví dụ.",,4,3,G,G,3dbe015a45cd7030db802024cc279caa9c09ed9dfc44acff95add7bcef5c9285,0
18/03/2026,HS0010,11A3,Xác suất,typical,Xác suất là gì và công thức cơ bản?,"Mình giải thích khái niệm và ý nghĩa trước nhé, rồi em thử áp dụng vào ví dụ.",,4,3,G,G,4246c1d88bf71a9a5a6681c3d0edfc757ba19db2b803faf33f48e330ec219fa5,0
18/03/2026,HS0007,11A2,Hoán vị,struggling,"Em bị kẹt ở bước này, hướng dẫn em.","Mình chia thành 3 bước: (1) xác định n,k (2) chọn công thức (3) thay số và tính. Em làm bước (1) trước nhé.",,3,3,P,P,3dbe015a45cd7030db802024cc279caa9c09ed9dfc44acff95add7bcef5c9285,7
18/03/2026,HS0008,11A3,Xác suất,typical,"Em ra P=0.5, đúng không?","Mình không giải hộ, nhưng có thể đối chiếu kết quả và chỉ ra chỗ sai nếu có.",,4,2,S,S,6bedc146846d316affb9f5866f127caaa5b2ccd38f845608c93a7ff22d819daa,12
18/03/2026,HS0031,11A3,Chỉnh hợp,typical,Phân biệt chỉnh hợp và tổ hợp giúp em.,"Mình giải thích khái niệm và ý nghĩa trước nhé, rồi em thử áp dụng vào ví dụ.",,4,2,G,G,2fefbeb9da86ec9a384a8bfb9605d0c2426298bcec8290e2850c79959297dffe,165
