Student Hash,total_steps,Satisfaction (1-5),Difficulty (1-5),pct_G,pct_P,pct_S,sequence_score,cluster
ad34d0ec8be5558d0866bb45f55d1a11686d55bc6762674e961a4c2ab9bb115b,7,4.142857142857143,3.142857142857143,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.6666666666666666,2
b015e44df5736f56e26f74305f3956bc6bda5eaffbd9aea805305daaf73e7360,16,4.1875,2.8125,0.3125,0.4375,0.25,0.6,2
bfa50e25ebb9d28299bcfd3024f4027bf57f13011b354c5606885b0c3850eaf4,10,4.3,3.3,0.3,0.5,0.2,0.5555555555555556,2
bfd33441eafe8d032dd98b4a7140eff78f69d8d45b168c5ef2943728afa1bf34,9,4.555555555555555,3.0,0.3333333333333333,0.5555555555555556,0.1111111111111111,0.5,0
c0d07ab2c109ff151206607b44f331f668f0c4e052c6ac14acba3066c1a7c0dc,3,4.666666666666667,1.6666666666666667,0.0,0.6666666666666666,0.3333333333333333,0.0,0
c243ce89abe5dcbad10f5ecb5bed8fb8cda322e3a0242666eb040d77bccee457,5,4.2,3.2,0.4,0.4,0.2,0.75,2
d2deededd7c9226cf3d280fe443522a01689e4aea9667c729a5377800c83f967,8,4.0,2.75,0.375,0.375,0.25,0.7142857142857143,2
d644fd1074250a9d1df69db120e85e2a54c9642996a47080aa07d82b04337912,10,3.9,3.1,0.3,0.4,0.3,0.6666666666666666,2
d6ab78c7130e32b467a4bc423ce2e95237fb9cbbc6ee1cd3d2967675b3875baa,2,5.0,2.5,0.5,0.0,0.5,0.0,2
d9767cc633dfc00bbe33c0bf4a84e32cc727f995bc8aef6fab9ae6409002a48a,7,4.142857142857143,3.4285714285714284,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.5,0
da9511914afb23ae3fd8e3265f7295c50414eaa223f6bc08efdef2426d6e81a0,9,4.222222222222222,3.2222222222222223,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.625,2
dace5847caa0d7bd63e8edd3c6c7a1f54e06a7cb0f0134fdc0e9890bfc710792,9,4.222222222222222,2.6666666666666665,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,2
dcb9cc536df75824653eb26d3aafdf6c63d984b161af40176a6b1ca167eb9f2d,3,4.0,3.3333333333333335,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,2
dd528a262f57958ad18487d134a901ac3f827107c2b4684bdba8d741490f532d,14,4.428571428571429,2.9285714285714284,0.2857142857142857,0.5,0.21428571428571427,0.5384615384615384,2
df5778efb2fbb4ba9b015a74c65a7d16022bb74c6d9603f7a236765537b2c679,10,4.3,3.2,0.3,0.5,0.2,0.5555555555555556,2
e115ddd8311db0853a44a42daba877ef99b40a1fa043e81e9fa7bb8aeb3866b3,9,4.222222222222222,3.2222222222222223,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,2
e7e2ba006ff61dd21925157fb599257cf5e39b5dd7ecca5ba4513d2af160882a,8,4.375,3.125,0.25,0.5,0.25,0.5714285714285714,2
e7f81cc904acdb43c20c1ffeb886e56ee0254402cf7d3ff4dda0c2a129fab8b7,3,4.666666666666667,2.6666666666666665,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,2
f44332f82df11ffbeb3edd093616919dff9731069c569ef280cf6482d92a6661,6,4.166666666666667,1.6666666666666667,0.0,0.5,0.5,0.6,2
f5be0c6117baf885410b03291fd682c1283441a6a9fcec0d35a049d1e7432e3e,5,4.2,3.2,0.4,0.6,0.0,0.5,0
f5cfcd21934b859fee83098895d47cfe25f78697be82caf7576f38674f48f600,3,4.666666666666667,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,2
f8f63a316731e6e68ae34e9dfc32ede063c674d752b939e9a9331fefb83d1e27,16,4.125,3.0625,0.3125,0.375,0.3125,0.5333333333333333,2
f95e049e75c9e301d9ef3ffb76e2d954b4cae9eea1cfd819f53a8b0cd0278f9e,14,3.857142857142857,3.0,0.2857142857142857,0.5,0.21428571428571427,0.5384615384615384,0
fa73e1c75849f648851b1289d18130b6e16d0f4fee78e80be44432ef66b22bbb,10,3.9,2.9,0.3,0.5,0.2,0.5555555555555556,0
fb17c47da1b9c481316239cc5a1a67bf0e8f223d59ed88c9f456f47a6d6a16fc,7,4.285714285714286,3.0,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.6666666666666666,2
